Servicedescription;Totalsales;Giorni Prenotazione;Compagnia;Travel From;Travel To;Tipoviaggio
FFSS;-58;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;4,75;1;FFSS;BOLOGNA;FERRARA;No_Tipoviaggio
FFSS;68,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;49,9;1;FFSS;FERRARA;ROMA;No_Tipoviaggio
FFSS;4,75;1;FFSS;BOLOGNA;FERRARA;No_Tipoviaggio
FFSS;77,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;77,4;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
FFSS;4,75;1;FFSS;FERRARA;BOLOGNA;No_Tipoviaggio
FFSS;20,25;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
FFSS;-77,4;1;FFSS;BOLOGNA;ROMA;No_Tipoviaggio
FFSS;79,9;1;FFSS;FERRARA;ROMA;No_Tipoviaggio
FFSS;4,75;1;FFSS;BOLOGNA;FERRARA;No_Tipoviaggio
FFSS;68,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;49,9;1;FFSS;FERRARA;ROMA;No_Tipoviaggio
Aereo;70,05;2;YT;FIUMICINO;NANTES;RT
Aereo;55;2;GA;GIACARTA;MALANG;RT
Hotel;790;5;ZAFOLIA;ATENE;ATENE;No_Tipoviaggio
Hotel;7,33;1;BOHEM ART;BUDAPEST;BUDAPEST;No_Tipoviaggio
Hotel;722,89;4;HILTON LONDON METROP;LONDRA;LONDRA;No_Tipoviaggio
FFSS;93,6;1;FFSS;GENOVA;ROMA;No_Tipoviaggio
FFSS;79,7;1;FFSS;ROMA;GENOVA;No_Tipoviaggio
FFSS;68,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
FFSS;68,4;1;FFSS;ROMA;BOLOGNA;No_Tipoviaggio
Hotel;92,68;2;ATLANTIC PALM BEACH;AGADIR;AGADIR;No_Tipoviaggio
Auto;400;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
FFSS;54,2;1;FFSS;FIRENZE;ROMA;No_Tipoviaggio
FFSS;60,3;1;FFSS;ROMA;FIRENZE;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
Auto;109;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;1330,97;4;HILTON LONDON METROP;LONDRA;LONDRA;No_Tipoviaggio
Hotel;5333,68;88;ODALYS APPART HOTEL;AIX EN PROVENCE;AIX EN PROVENCE;No_Tipoviaggio
Aereo;140,75;1;FR;BRUXELLES;CIAMPINO;OW
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;136,59;2;MH;KUALA LUMPUR;GIACARTA;RT
Aereo;446,92;2;AZ;FIUMICINO;FRANCOFORTE;RT
Aereo;175,74;1;YT;FIUMICINO;PARIGI;OW
Aereo;1935,72;2;AF;PARIGI;CAYENNE;RT
Aereo;160,62;1;No_Compagnia;PARIGI;FIUMICINO;OW
Aereo;740,76;2;AZ;FIUMICINO;AMSTERDAM;RT
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;-130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;488,76;2;KL;FIUMICINO;AMSTERDAM;RT
Aereo;649,12;4;AZ;CAGLIARI;BORDEAUX;RT
Aereo;65;4;AZ;CAGLIARI;BORDEAUX;RT
Aereo;114,65;1;FR;CIAMPINO;CAGLIARI;OW
Aereo;102,7;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;222,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;299,91;2;AZ;FIUMICINO;LONDRA;RT
Aereo;56,7;1;AZ;CAGLIARI;ALGHERO;OW
Aereo;73,92;1;AZ;FIUMICINO;ALGHERO;OW
Aereo;-56,7;1;AZ;CAGLIARI;ALGHERO;OW
Aereo;-73,92;1;AZ;FIUMICINO;ALGHERO;OW
Aereo;374,73;2;No_Compagnia;FIUMICINO;PARIGI;RT
Aereo;2023,72;2;AF;PARIGI;CAYENNE;RT
Aereo;384,79;2;AZ;CATANIA;CAGLIARI;OW
Aereo;327,65;2;AZ;CAGLIARI;CATANIA;OW
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;1152,07;4;UA;FIUMICINO;ORLANDO;RT
Aereo;130,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;744,12;4;AZ;CAGLIARI;BORDEAUX;RT
Aereo;131;4;AZ;CAGLIARI;BORDEAUX;RT
Aereo;103,41;1;FR;CATANIA;CAGLIARI;OW
Aereo;277,65;2;AZ;CAGLIARI;CATANIA;OW
Aereo;297,65;2;AZ;CAGLIARI;CATANIA;OW
Aereo;-297,65;2;AZ;CAGLIARI;CATANIA;OW
Aereo;389,59;2;AZ;FIUMICINO;TORINO;RT
Aereo;269,91;2;AZ;FIUMICINO;LONDRA;RT
Aereo;239,91;2;AZ;FIUMICINO;LONDRA;RT
Aereo;660,92;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;144,12;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;506,86;2;AZ;FIUMICINO;PALERMO;RT
Aereo;343,87;2;AZ;FIUMICINO;VENEZIA;RT
Aereo;264,15;2;AZ;FIUMICINO;LONDRA;RT
Aereo;208,02;2;AZ;FIUMICINO;BARI;RT
Aereo;299,91;2;AZ;FIUMICINO;LONDRA;RT
Aereo;205,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;223,12;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;194,12;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;267,38;2;AZ;FIUMICINO;FRANCOFORTE;RT
Aereo;318,95;4;AZ;VENEZIA;BARI;RT
Aereo;157,12;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;237,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;205,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;472,87;2;AZ;FIUMICINO;VENEZIA;RT
Aereo;444,86;2;AZ;FIUMICINO;PALERMO;RT
Aereo;200,75;2;AZ;FIUMICINO;CATANIA;RT
Aereo;58;2;AZ;FIUMICINO;CATANIA;RT
Aereo;444,75;2;AZ;FIUMICINO;CATANIA;RT
Aereo;322,8;4;AZ;CAGLIARI;BRINDISI;RT
Aereo;340,8;4;AZ;CAGLIARI;BRINDISI;RT
Aereo;171,75;2;AZ;CATANIA;FIUMICINO;RT
Aereo;294,26;2;AZ;FIUMICINO;GENOVA;RT
Aereo;223,26;2;AZ;FIUMICINO;GENOVA;RT
Aereo;239,91;2;AZ;FIUMICINO;LONDRA;RT
Aereo;357,59;2;AZ;FIUMICINO;TORINO;RT
Aereo;130,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;1056,49;6;ET;CAGLIARI;MOMBASA;RT
Aereo;526,4;2;AZ;FIUMICINO;LONDRA;RT
Aereo;104,44;1;FR;FIUMICINO;MARSEILLE;OW
Aereo;65,9;1;YT;MARSEILLE;FIUMICINO;OW
Aereo;993,57;4;AF;MARSEILLE;SEUL INCHEON;RT
Aereo;723,5;4;AZ;NAPOLI;CAGLIARI;RT
Auto;89,02;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;495,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;94,1;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;104,04;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;284,49;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;368,93;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;280,62;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;261;3;CIMAROSA;NAPOLI;NAPOLI;No_Tipoviaggio
Auto;1127,91;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;345;3;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Auto;99,35;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;878,33;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;424;4;HOTEL FENIX;ROMA;ROMA;No_Tipoviaggio
Hotel;-400;4;HOTEL FENIX;ROMA;ROMA;No_Tipoviaggio
Auto;2363,86;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;386,53;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;513,17;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;504;6;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Hotel;84;1;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;548,33;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;71,1;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;400;5;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Hotel;-400;5;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;507,68;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;337,55;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;173,56;2;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;202,64;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;320,4;4;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Auto;114,73;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;74,63;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;93,46;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;230;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Auto;133,41;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;65;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Hotel;-65;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Hotel;64;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Hotel;101;1;DA VINCI;VINCI;VINCI;No_Tipoviaggio
Hotel;70;1;ARTHOTEL & PARK LECC;LECCE;LECCE;No_Tipoviaggio
Auto;319,45;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;135;2;BEST WESTERN STELLA;MARSALA;MARSALA;No_Tipoviaggio
Hotel;90;1;IN SYLVIS;SESTO AL REGHEN;SESTO AL REGHEN;No_Tipoviaggio
Hotel;100;1;HI HOTEL BARI;BARI;BARI;No_Tipoviaggio
Hotel;135;3;AGRITURISMO RIO COVE;CIVITA CASTELLA;CIVITA CASTELLA;No_Tipoviaggio
Hotel;135;3;AGRITURISMO RIO COVE;CIVITA CASTELLA;CIVITA CASTELLA;No_Tipoviaggio
Hotel;-135;3;AGRITURISMO RIO COVE;CIVITA CASTELLA;CIVITA CASTELLA;No_Tipoviaggio
Auto;131,65;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;196;2;BEST WESTERN BLU HOT;ROMA;ROMA;No_Tipoviaggio
Hotel;65;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Hotel;-65;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Hotel;64;1;DONIZETTI;LALLIO;LALLIO;No_Tipoviaggio
Auto;173,45;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;85,79;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;300;4;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Hotel;300;4;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Auto;114,22;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;114,22;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;-114,22;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;280;4;SPACE CARLTON FERRAR;FERRARA;FERRARA;No_Tipoviaggio
Hotel;400;4;SPACE CARLTON FERRAR;FERRARA;FERRARA;No_Tipoviaggio
Auto;270,51;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;401,4;4;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Auto;161,09;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;210;3;GD HOTEL TIZIANO E D;LECCE;LECCE;No_Tipoviaggio
Auto;195,59;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;770;11;TESORETTO HOTEL;POGGIARDO;POGGIARDO;No_Tipoviaggio
Hotel;-630;9;TESORETTO HOTEL;POGGIARDO;POGGIARDO;No_Tipoviaggio
Auto;146,69;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;200;2;HELIOS HOTEL;CROTONE;CROTONE;No_Tipoviaggio
Hotel;67,5;1;BEST WESTERN STELLA;MARSALA;MARSALA;No_Tipoviaggio
Auto;294,23;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;188;2;ARTHOTEL & PARK LECC;LECCE;LECCE;No_Tipoviaggio
Hotel;94;1;ARTHOTEL & PARK LECC;LECCE;LECCE;No_Tipoviaggio
Auto;209,79;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;107;1;BEST WESTERN NAZIONA;SANREMO;SANREMO;No_Tipoviaggio
Hotel;88;1;LA FAVORITA;MANTOVA;MANTOVA;No_Tipoviaggio
Hotel;88;1;LA FAVORITA;MANTOVA;MANTOVA;No_Tipoviaggio
Hotel;-88;1;LA FAVORITA;MANTOVA;MANTOVA;No_Tipoviaggio
Hotel;280;4;HOTEL BISANZIO;CERVIA;CERVIA;No_Tipoviaggio
Auto;180,51;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;180,51;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;44,19;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;133;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;335,38;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;335,38;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;420;4;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;90;1;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;183,73;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;BEST WESTERN PREMIER;PADUA;PADUA;No_Tipoviaggio
Hotel;113;1;ARTHOTEL & PARK LECC;LECCE;LECCE;No_Tipoviaggio
Auto;167,92;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;151;2;ARTHOTEL & PARK LECC;LECCE;LECCE;No_Tipoviaggio
Auto;213,93;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;195,59;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;199,8;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-199,8;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;229,8;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Auto;195,57;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;149,78;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;153,46;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;269,38;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;168,74;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;307,16;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;260;2;DEI FIORI;ALASSIO;ALASSIO;No_Tipoviaggio
Auto;257,86;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;97,42;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;214,45;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;217,87;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;79;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Auto;196,86;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;458,13;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;307,8;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;196;2;BEST WESTERN BLU HOT;ROMA;ROMA;No_Tipoviaggio
Hotel;196;2;BEST WESTERN BLU HOT;ROMA;ROMA;No_Tipoviaggio
Auto;547,06;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;827,77;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;102,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;254;2;BEST WESTERN NAZIONA;SANREMO;SANREMO;No_Tipoviaggio
Hotel;280;4;HOTEL BISANZIO;CERVIA;CERVIA;No_Tipoviaggio
Auto;264,69;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;280,42;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;230;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;180;4;VALCANALE;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Auto;94,84;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;300;3;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;230;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Auto;144,16;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;717,31;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;394,87;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;402,42;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;90;1;MY ONE HOTEL GALILEI;PISA;PISA;No_Tipoviaggio
Hotel;90;1;SPACE GALILEI;PISA;PISA;No_Tipoviaggio
Auto;349,62;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;63;1;CASA MIA;ARZACHENA;ARZACHENA;No_Tipoviaggio
Hotel;-55;1;CASA MIA;ARZACHENA;ARZACHENA;No_Tipoviaggio
Hotel;63;1;CASA MIA;ARZACHENA;ARZACHENA;No_Tipoviaggio
Hotel;63;1;CASA MIA;ARZACHENA;ARZACHENA;No_Tipoviaggio
Hotel;-55;1;CASA MIA;ARZACHENA;ARZACHENA;No_Tipoviaggio
Auto;82,81;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;120,84;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;229,45;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;347,96;4;LEONARDO HOTEL ANTWE;ANTWERP;ANTWERP;No_Tipoviaggio
Hotel;150;1;MARITIM RHEIN MAIN H;DARMSTADT;DARMSTADT;No_Tipoviaggio
Hotel;455,4;4;ARTEA;AIX EN PROVENCE;AIX EN PROVENCE;No_Tipoviaggio
Aereo;195,83;1;FR;MARSEILLE;FIUMICINO;OW
FFSS;70,2;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;70,2;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;68;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;45;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;39;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
Hotel;1355,07;7;MARK TWAIN;SAN FRANCISCO;SAN FRANCISCO;No_Tipoviaggio
Nave;139,33;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Nave;-122,73;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Nave;83,42;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Nave;149,17;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
FFSS;39;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;39;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;39;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
FFSS;39;1;FFSS;MILANO;TORINO;No_Tipoviaggio
FFSS;39;1;FFSS;TORINO;MILANO;No_Tipoviaggio
Hotel;90,45;1;BEST WESTERN EUROPE;BREST;BREST;No_Tipoviaggio
Hotel;472,2;3;BEST WESTERN KREGENN;QUIMPER;QUIMPER;No_Tipoviaggio
Hotel;93,3;1;PLASKY BRUXELLES;BRUXELLES;BRUXELLES;No_Tipoviaggio
FFSS;114,3;1;FFSS;ROMA;TORINO;No_Tipoviaggio
FFSS;114,3;1;FFSS;TORINO;ROMA;No_Tipoviaggio
Nave;51,86;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
FFSS;72;1;FFSS;ROMA;BARI;No_Tipoviaggio
FFSS;72;1;FFSS;BARI;ROMA;No_Tipoviaggio
Hotel;2816;4;BILDERBERG EUROPA;THE HAGUE;THE HAGUE;No_Tipoviaggio
Hotel;1705,06;14;ANDANTE HOTEL;SCHEVENINGEN;SCHEVENINGEN;No_Tipoviaggio
Hotel;405;5;HYPE;BISCARROSSE;BISCARROSSE;No_Tipoviaggio
Hotel;455,4;4;ARTEA;AIX EN PROVENCE;AIX EN PROVENCE;No_Tipoviaggio
Aereo;217,25;1;FR;MARSEILLE;FIUMICINO;OW
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
Hotel;148,83;1;BUSINESSHOTEL LUX;EMMENBRCKE;EMMENBRCKE;No_Tipoviaggio
Hotel;2546;19;ANDANTE HOTEL;SCHEVENINGEN;SCHEVENINGEN;No_Tipoviaggio
Hotel;862,08;13;ATLANTIC PALACE;AGADIR;AGADIR;No_Tipoviaggio
Hotel;406,57;6;ATLANTIC PALACE;AGADIR;AGADIR;No_Tipoviaggio
Hotel;1252,07;19;ATLANTIC PALACE;AGADIR;AGADIR;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;150;2;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
Hotel;225;3;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
Hotel;551,05;5;BEST WESTERN PLUS DE;LA TESTE DE BUC;LA TESTE DE BUC;No_Tipoviaggio
Hotel;545;5;BEST WESTERN PLUS DE;LA TESTE DE BUC;LA TESTE DE BUC;No_Tipoviaggio
Hotel;438,99;3;PARK INN CENTRAL TAL;TALLINN;TALLINN;No_Tipoviaggio
Aereo;156,05;1;FR;BERGAMO;TALLINN;OW
FFSS;60,3;1;FFSS;ROMA;FIRENZE;No_Tipoviaggio
FFSS;54,2;1;FFSS;FIRENZE;ROMA;No_Tipoviaggio
FFSS;42,8;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;42,8;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
Hotel;159;1;HOTEL PALACE BERLIN;BERLIN;BERLIN;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;347,96;4;LEONARDO HOTEL ANTWE;ANTWERP;ANTWERP;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;5;1;FFSS;CIVITAVECCHIA;ROMA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;CIVITAVECCHIA;No_Tipoviaggio
FFSS;53,2;1;FFSS;ROMA;SALERNO;No_Tipoviaggio
FFSS;39;1;FFSS;SALERNO;ROMA;No_Tipoviaggio
Aereo;50;1;AZ;MILANO;FIUMICINO;OW
Auto;50;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;360;4;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
